# Trace file for OSIRIS LSS R300B mode
#
 wavelength               xi                        x                         y
# um                       arcsec                    mm                        mm
-4.817761824134331183e-02 -2.540000000000000000e+02 -3.000000000000000000e+01 -3.071999999999999886e+01
2.347852238800559287e-03 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.748631578947368226e+01
5.337712717891119479e-02 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.425263157894736921e+01
1.049102065789885990e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.101894736842105260e+01
1.569470904390327382e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.778526315789473600e+01
2.094877787590436191e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.455157894736842117e+01
2.625322715390213113e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.131789473684210634e+01
3.160805687789657314e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -8.084210526315789735e+00
3.701326704788768795e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -4.850526315789474907e+00
4.246885766387548111e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.616842105263159413e+00
4.797482872585997482e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.616842105263156082e+00
5.353118023384111357e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 4.850526315789474907e+00
5.913791218781893066e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 8.084210526315786183e+00
6.479502458779342611e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.131789473684209923e+01
7.050251743376461100e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.455157894736841762e+01
7.626039072573246314e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.778526315789473600e+01
8.206864446369698252e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.101894736842104905e+01
8.792727864765816914e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.425263157894736210e+01
9.383629327761604522e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.748631578947367871e+01
9.979568835357061074e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 3.071999999999999886e+01
-4.970652348696871087e-02 -2.272631578947368496e+02 -2.684210526315789380e+01 -3.071999999999999886e+01
8.036231019287640946e-04 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.748631578947368226e+01
5.181757415079300128e-02 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.425263157894736921e+01
1.033353296596239701e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.101894736842105260e+01
1.553568896284217016e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.778526315789473600e+01
2.078822540571862165e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.455157894736842117e+01
2.609114229459174594e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.131789473684210634e+01
3.144443962946155136e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -8.084210526315789735e+00
3.684811741032802956e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -4.850526315789474907e+00
4.230217563719118057e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.616842105263159413e+00
4.780661431005102102e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.616842105263156082e+00
5.336143342890754537e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 4.850526315789474907e+00
5.896663299376071476e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 8.084210526315786183e+00
6.462221300461057361e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.131789473684209923e+01
7.032817346145709969e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.455157894736841762e+01
7.608451436430031523e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.778526315789473600e+01
8.189123571314019800e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 2.101894736842104905e+01
8.774833750797675913e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 2.425263157894736210e+01
9.365581974880999860e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 2.748631578947367871e+01
9.961368243563991642e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 3.071999999999999886e+01
-5.108000988920727292e-02 -2.005263157894736992e+02 -2.368421052631579116e+01 -3.071999999999999886e+01
-5.836334467294678309e-04 -2.005263157894736992e+02 -2.368421052631579116e+01 -2.748631578947368226e+01
5.041654745571508972e-02 -2.005263157894736992e+02 -2.368421052631579116e+01 -2.425263157894736921e+01
1.019205328181264220e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -2.101894736842105260e+01
1.539283226405044891e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -1.778526315789473600e+01
2.064399169228493258e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -1.455157894736842117e+01
2.594553156651609460e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -1.131789473684210634e+01
3.129745188674392664e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -8.084210526315789735e+00
3.669975265296843703e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -4.850526315789474907e+00
4.215243386518962576e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -1.616842105263159413e+00
4.765549552340749284e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 1.616842105263156082e+00
5.320893762762203272e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 4.850526315789474907e+00
5.881276017783324539e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 8.084210526315786183e+00
6.446696317404112531e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 1.131789473684209923e+01
7.017154661624570577e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 1.455157894736841762e+01
7.592651050444695349e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 1.778526315789473600e+01
8.173185483864485734e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 2.101894736842104905e+01
8.758757961883945065e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 2.425263157894736210e+01
9.349368484503071119e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 2.748631578947367871e+01
9.945017051721867229e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 3.071999999999999886e+01
-5.229820485042716016e-02 -1.737894736842105203e+02 -2.052631578947368496e+01 -3.071999999999999886e+01
-1.814044809542289440e-03 -1.737894736842105203e+02 -2.052631578947368496e+01 -2.748631578947368226e+01
4.917391969130934654e-02 -1.737894736842105203e+02 -2.052631578947368496e+01 -2.425263157894736921e+01
1.006656886521277161e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -2.101894736842105260e+01
1.526612620729128345e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -1.778526315789473600e+01
2.051606399536648195e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -1.455157894736842117e+01
2.581638222943834493e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -1.131789473684210634e+01
3.116708090950688903e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -8.084210526315789735e+00
3.656816003557211148e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -4.850526315789474907e+00
4.201961960763399562e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -1.616842105263159413e+00
4.752145962569256366e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 1.616842105263156082e+00
5.307368008974782114e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 4.850526315789474907e+00
5.867628099979973477e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 8.084210526315786183e+00
6.432926235584833785e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 1.131789473684209923e+01
7.003262415789360817e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 1.455157894736841762e+01
7.578636640593556795e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 1.778526315789473600e+01
8.159048909997418386e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 2.101894736842104905e+01
8.744499224000947812e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 2.425263157894736210e+01
9.334987582604145073e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 2.748631578947367871e+01
9.930513985807011279e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 3.071999999999999886e+01
-5.336122139763954664e-02 -1.470526315789473983e+02 -1.736842105263158231e+01 -3.071999999999999886e+01
-2.887724013520874891e-03 -1.470526315789473983e+02 -1.736842105263158231e+01 -2.748631578947368226e+01
4.808957783056455604e-02 -1.470526315789473983e+02 -1.736842105263158231e+01 -2.425263157894736921e+01
9.957068413461676870e-02 -1.470526315789473983e+02 -1.736842105263158231e+01 -2.101894736842105260e+01
1.515555948986357093e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -1.778526315789473600e+01
2.040443101226213918e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -1.455157894736842117e+01
2.570368298065738855e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -1.131789473684210634e+01
3.105331539504930793e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -8.084210526315789735e+00
3.645332825543790567e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -4.850526315789474907e+00
4.190372156182317620e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -1.616842105263159413e+00
4.740449531420513618e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 1.616842105263156082e+00
5.295564951258376896e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 4.850526315789474907e+00
5.855718415695906343e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 8.084210526315786183e+00
6.420909924733103624e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 1.131789473684209923e+01
6.991139478369969851e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 1.455157894736841762e+01
7.566407076606503912e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 1.778526315789473600e+01
8.146712719442703587e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 2.101894736842104905e+01
8.732056406878569987e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 2.425263157894736210e+01
9.322438138914105332e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 2.748631578947367871e+01
9.917857915549310732e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 3.071999999999999886e+01
-5.426915818249864604e-02 -1.203157894736842195e+02 -1.421052631578947434e+01 -3.071999999999999886e+01
-3.804769710319419115e-03 -1.203157894736842195e+02 -1.421052631578947434e+01 -2.748631578947368226e+01
4.716342322182655311e-02 -1.203157894736842195e+02 -1.421052631578947434e+01 -2.425263157894736921e+01
9.863542061393927585e-02 -1.203157894736842195e+02 -1.421052631578947434e+01 -2.101894736842105260e+01
