# Trace file for OSIRIS LSS R500B mode
#
 wavelength               xi                        x                         y
# um                       arcsec                    mm                        mm
1.542026724150897254e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -3.071999999999999886e+01
1.852264905242199111e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.748631578947368226e+01
2.170696107315394918e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.425263157894736921e+01
2.497320330370486063e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.101894736842105260e+01
2.832137574407471159e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.778526315789473600e+01
3.175147839426352148e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.455157894736842117e+01
3.526351125427127364e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.131789473684210634e+01
3.885747432409797364e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -8.084210526315789735e+00
4.253336760374362147e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -4.850526315789474907e+00
4.629119109320821712e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.616842105263159413e+00
5.013094479249174951e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.616842105263156082e+00
5.405262870159425193e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 4.850526315789474907e+00
5.805624282051567997e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 8.084210526315786183e+00
6.214178714925606695e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.131789473684209923e+01
6.630926168781537955e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.455157894736841762e+01
7.055866643619367329e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.778526315789473600e+01
7.489000139439089265e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.101894736842104905e+01
7.930326656240705985e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.425263157894736210e+01
8.379846194024218597e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.748631578947367871e+01
8.837558752789625993e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 3.071999999999999886e+01
1.536013794625994411e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -3.071999999999999886e+01
1.846091014251448059e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.748631578947368226e+01
2.164361254858796213e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.425263157894736921e+01
2.490824516448039705e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.101894736842105260e+01
2.825480799019177702e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.778526315789473600e+01
3.168330102572209372e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.455157894736842117e+01
3.519372427107137491e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.131789473684210634e+01
3.878607772623959282e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -8.084210526315789735e+00
4.246036139122676412e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -4.850526315789474907e+00
4.621657526603287769e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.616842105263159413e+00
5.005471935065795019e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.616842105263156082e+00
5.397479364510195943e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 4.850526315789474907e+00
5.797679814936490539e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 8.084210526315786183e+00
