# Trace file for OSIRIS LSS R500R mode
#
 wavelength               xi                        x                         y
# um                       arcsec                    mm                        mm
2.665843564834977641e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -3.071999999999999886e+01
3.114379251688442207e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.748631578947368226e+01
3.571668137288499523e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.425263157894736921e+01
4.037710221635149033e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.101894736842105260e+01
4.512505504728391292e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.778526315789473600e+01
4.996053986568227967e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.455157894736842117e+01
5.488355667154655171e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.131789473684210634e+01
5.989410546487676790e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -8.084210526315789735e+00
6.499218624567291158e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -4.850526315789474907e+00
7.017779901393497166e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.616842105263159413e+00
7.545094376966297034e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.616842105263156082e+00
8.081162051285689651e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 4.850526315789474907e+00
8.625982924351676129e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 8.084210526315786183e+00
9.179556996164253135e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.131789473684209923e+01
9.741884266723422892e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.455157894736841762e+01
1.031296473602918873e+00 -2.540000000000000000e+02 -3.000000000000000000e+01 1.778526315789473600e+01
1.089279840408154287e+00 -2.540000000000000000e+02 -3.000000000000000000e+01 2.101894736842104905e+01
1.148138527088049310e+00 -2.540000000000000000e+02 -3.000000000000000000e+01 2.425263157894736210e+01
1.207872533642603496e+00 -2.540000000000000000e+02 -3.000000000000000000e+01 2.748631578947367871e+01
1.268481860071817069e+00 -2.540000000000000000e+02 -3.000000000000000000e+01 3.071999999999999886e+01
2.653286251627743897e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -3.071999999999999886e+01
3.101574398130379495e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.748631578947368226e+01
3.558615743379607288e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.425263157894736921e+01
4.024410287375428386e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.101894736842105260e+01
4.498958030117842233e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.778526315789473600e+01
4.982258971606848275e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.455157894736842117e+01
5.474313111842447066e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.131789473684210634e+01
5.975120450824639162e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -8.084210526315789735e+00
6.484680988553424008e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -4.850526315789474907e+00
7.002994725028802714e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.616842105263159413e+00
7.530061660250771949e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.616842105263156082e+00
8.065881794219337264e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 4.850526315789474907e+00
8.610455126934491998e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 8.084210526315786183e+00
9.163781658396239482e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.131789473684209923e+01
9.725861388604583047e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.455157894736841762e+01
1.029669431755951825e+00 -2.272631578947368496e+02 -2.684210526315789380e+01 1.778526315789473600e+01
