# Trace file for OSIRIS LSS R2500U mode
#
 wavelength               xi                        x                         y
# um                       arcsec                    mm                        mm
3.246148316571745296e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -3.071999999999999886e+01
3.327812214940446545e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.748631578947368226e+01
3.408196785525151595e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.425263157894736921e+01
3.487302028325861558e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.101894736842105260e+01
3.565127943342575878e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.778526315789473600e+01
3.641674530575294555e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.455157894736842117e+01
3.716941790024018144e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.131789473684210634e+01
3.790929721688746090e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -8.084210526315789735e+00
3.863638325569477838e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -4.850526315789474907e+00
3.935067601666213943e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.616842105263159413e+00
4.005217549978955516e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.616842105263156082e+00
4.074088170507700335e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 4.850526315789474907e+00
4.141679463252450621e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 8.084210526315786183e+00
4.207991428213205265e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.131789473684209923e+01
4.273024065389963155e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.455157894736841762e+01
4.336777374782727068e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.778526315789473600e+01
4.399251356391493673e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.101894736842104905e+01
4.460446010216266854e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.425263157894736210e+01
4.520361336257042728e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.748631578947367871e+01
4.578997334513822404e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 3.071999999999999886e+01
3.242036314781465145e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -3.071999999999999886e+01
3.323764105366809329e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.748631578947368226e+01
3.404212568168157871e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.425263157894736921e+01
3.483381703185511324e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.101894736842105260e+01
3.561271510418869135e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.778526315789473600e+01
3.637881989868231303e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.455157894736842117e+01
3.713213141533597828e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.131789473684210634e+01
3.787264965414968154e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -8.084210526315789735e+00
3.860037461512343948e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -4.850526315789474907e+00
3.931530629825723544e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.616842105263159413e+00
4.001744470355107497e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.616842105263156082e+00
4.070678983100496362e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 4.850526315789474907e+00
4.138334168061889584e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 8.084210526315786183e+00
4.204710025239286608e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.131789473684209923e+01
4.269806554632689100e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.455157894736841762e+01
4.333623756242095948e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.778526315789473600e+01
4.396161630067506043e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 2.101894736842104905e+01
4.457420176108921606e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 2.425263157894736210e+01
4.517399394366340970e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 2.748631578947367871e+01
4.576099284839764691e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 3.071999999999999886e+01
3.238473721823691420e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -3.071999999999999886e+01
3.320256827876562622e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -2.748631578947368226e+01
3.400760606145439291e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -2.425263157894736921e+01
3.479985056630319762e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -2.101894736842105260e+01
3.557930179331205145e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -1.778526315789473600e+01
3.634595974248094885e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -1.455157894736842117e+01
3.709982441380988982e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -1.131789473684210634e+01
3.784089580729887436e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -8.084210526315789735e+00
3.856917392294790248e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -4.850526315789474907e+00
3.928465876075697416e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 -1.616842105263159413e+00
3.998735032072609497e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 1.616842105263156082e+00
4.067724860285525934e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 4.850526315789474907e+00
4.135435360714446174e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 8.084210526315786183e+00
4.201866533359370770e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 1.131789473684209923e+01
4.267018378220301389e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 1.455157894736841762e+01
4.330890895297235255e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 1.778526315789473600e+01
4.393484084590174032e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 2.101894736842104905e+01
4.454797946099115502e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 2.425263157894736210e+01
4.514832479824064104e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 2.748631578947367871e+01
4.573587685765014843e-01 -2.005263157894736992e+02 -2.368421052631579116e+01 3.071999999999999886e+01
3.235461650220701202e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -3.071999999999999886e+01
3.317291494991984613e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -2.748631578947368226e+01
3.397842011979273491e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -2.425263157894736921e+01
3.477113201182566171e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -2.101894736842105260e+01
3.555105062601863208e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -1.778526315789473600e+01
3.631817596237165158e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -1.455157894736842117e+01
3.707250802088470909e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -1.131789473684210634e+01
3.781404680155781017e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -8.084210526315789735e+00
3.854279230439096593e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -4.850526315789474907e+00
3.925874452938415970e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 -1.616842105263159413e+00
3.996190347653739150e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 1.616842105263156082e+00
4.065226914585067797e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 4.850526315789474907e+00
4.132984153732400245e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 8.084210526315786183e+00
4.199462065095737051e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 1.131789473684209923e+01
4.264660648675079324e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 1.455157894736841762e+01
4.328579904470425399e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 1.778526315789473600e+01
4.391219832481775831e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 2.101894736842104905e+01
4.452580432709130065e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 2.425263157894736210e+01
4.512661705152489211e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 2.748631578947367871e+01
4.571463649811853824e-01 -1.737894736842105203e+02 -2.052631578947368496e+01 3.071999999999999886e+01
3.233001039996468151e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -3.071999999999999886e+01
3.314869046737048408e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -2.748631578947368226e+01
3.395457725693633577e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -2.425263157894736921e+01
3.474767076866221993e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -2.101894736842105260e+01
3.552797100254815876e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -1.778526315789473600e+01
3.629547795859413561e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -1.455157894736842117e+01
3.705019163680016159e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -1.131789473684210634e+01
3.779211203716623113e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -8.084210526315789735e+00
3.852123915969234980e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -4.850526315789474907e+00
3.923757300437850093e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 -1.616842105263159413e+00
3.994111357122470118e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 1.616842105263156082e+00
4.063186086023095056e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 4.850526315789474907e+00
4.130981487139723796e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 8.084210526315786183e+00
4.197497560472356892e-01 -1.470526315789473983e+02 -1.736842105263158231e+01 1.131789473684209923e+01
