# Trace file for OSIRIS LSS R300R mode
#
 wavelength               xi                        x                         y
# um                       arcsec                    mm                        mm
-7.129673267265002057e-02 -2.540000000000000000e+02 -3.000000000000000000e+01 -3.071999999999999886e+01
4.052697489659734705e-03 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.748631578947368226e+01
8.032457244913292216e-02 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.425263157894736921e+01
1.575188922057695340e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.101894736842105260e+01
2.356356567595695728e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.778526315789473600e+01
3.146748661105330802e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.455157894736842117e+01
3.946365202586599175e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.131789473684210634e+01
4.755206192039503899e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -8.084210526315789735e+00
5.573271629464040533e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -4.850526315789474907e+00
6.400561514860213519e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.616842105263159413e+00
7.237075848228020636e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.616842105263156082e+00
8.082814629567464104e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 4.850526315789474907e+00
8.937777858878537263e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 8.084210526315786183e+00
9.801965536161246773e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.131789473684209923e+01
1.067537766141559263e+00 -2.540000000000000000e+02 -3.000000000000000000e+01 1.455157894736841762e+01
1.155801423464157152e+00 -2.540000000000000000e+02 -3.000000000000000000e+01 1.778526315789473600e+01
1.244987525583918231e+00 -2.540000000000000000e+02 -3.000000000000000000e+01 2.101894736842104905e+01
1.335096072500842945e+00 -2.540000000000000000e+02 -3.000000000000000000e+01 2.425263157894736210e+01
1.426127064214931295e+00 -2.540000000000000000e+02 -3.000000000000000000e+01 2.748631578947367871e+01
