# Trace file for OSIRIS LSS R2000B mode
#
 wavelength               xi                        x                         y
# um                       arcsec                    mm                        mm
3.935145378880227085e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -3.071999999999999886e+01
4.018933497437279789e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.748631578947368226e+01
4.103701038261901024e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.425263157894736921e+01
4.189448001354089124e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -2.101894736842105260e+01
4.276174386713845754e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.778526315789473600e+01
4.363880194341169250e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.455157894736842117e+01
4.452565424236062386e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.131789473684210634e+01
4.542230076398521277e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -8.084210526315789735e+00
4.632874150828550364e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -4.850526315789474907e+00
4.724497647526145760e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 -1.616842105263159413e+00
4.817100566491309133e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.616842105263156082e+00
4.910682907724041035e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 4.850526315789474907e+00
5.005244671224340358e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 8.084210526315786183e+00
5.100785856992207101e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.131789473684209923e+01
5.197306465027643485e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.455157894736841762e+01
5.294806495330646179e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 1.778526315789473600e+01
5.393285947901216293e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.101894736842104905e+01
5.492744822739354937e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.425263157894736210e+01
5.593183119845062112e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 2.748631578947367871e+01
5.694600839218336708e-01 -2.540000000000000000e+02 -3.000000000000000000e+01 3.071999999999999886e+01
3.931957829924739301e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -3.071999999999999886e+01
4.015708460861279194e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.748631578947368226e+01
4.100438514065387063e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.425263157894736921e+01
4.186147989537063463e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -2.101894736842105260e+01
4.272836887276306173e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.778526315789473600e+01
4.360505207283117968e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.455157894736842117e+01
4.449152949557497183e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.131789473684210634e+01
4.538780114099444374e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -8.084210526315789735e+00
4.629386700908958985e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -4.850526315789474907e+00
4.720972709986042126e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 -1.616842105263159413e+00
4.813538141330692688e-01 -2.272631578947368496e+02 -2.684210526315789380e+01 1.616842105263156082e+00
