4.35 0.00
4.39 0.01
4.42 0.04
4.46 0.26
4.50 0.70
4.55 0.88
4.59 0.86
4.63 0.86
4.67 0.86
4.72 0.87
4.76 0.88
4.81 0.89
4.85 0.90
4.90 0.90
4.95 0.87
5.00 0.85
5.05 0.60
5.10 0.27
5.21 0.01
5.26 0.00
