1.076		0
1.078		0.01
1.080		0.04
1.082		0.2
1.084		0.58
1.086		0.65
1.088		0.63
1.090		0.62
1.092		0.6
1.094		0.57
1.096		0.5
1.098		0.32
1.100		0.1
1.102		0.02
1.104		0.01
1.106		0
