2.408	0
2.410	0.01
2.412	0.01
2.414	0.02
2.416	0.03
2.418	0.03
2.420	0.04
2.422	0.08
2.424	0.12
2.426	0.2
2.428	0.29
2.430	0.39
2.432	0.45
2.434	0.52
2.436	0.53
2.438	0.54
2.440	0.53
2.442	0.51
2.444	0.5
2.446	0.5
2.448	0.51
2.450	0.54
2.452	0.53
2.454	0.51
2.456	0.5
2.458	0.49
2.460	0.5
2.462	0.49
2.464	0.49
2.466	0.48
2.468	0.48
2.470	0.47
2.472	0.46
2.474	0.45
2.476	0.42
2.478	0.4
2.480	0.44
2.482	0.48
2.484	0.49
2.486	0.49
2.488	0.49
2.490	0.38
2.492	0.27
2.494	0.2
2.496	0.14
2.498	0.08
2.500	0.05
2.502	0.03
2.504	0.02
2.506	0.01
2.508	0.01
2.512	0.01
2.514	0
2.516	0
