# source : skycalc web-ui
# author : Kieran Leschinski
# date_created : 2020-05-23
# location : la silla
# airmass : 1.2
# pwv : 10
# pwv_unit : mm
# altitude : 2400
# season : entire year
# period : entire night
# area : 1.52
# area_unit : m2
# action : transmission
# emission_unit : ph s-1 m-2 um-1 arcsec-2
# wavelength_unit : nm
#
wavelength  transmission    emission
698	        0.9275	        648.58
699	        0.9085	        466.53
700	        0.9105	        470.11
701	        0.9096	        576.27
702	        0.9141	        445.41
703	        0.9122	        448.53
704	        0.9215	        483.32
705	        0.9221	        549.86
706	        0.9278	        486.30
707	        0.9285	        495.96
708	        0.9288	        508.42
709	        0.9335	        506.20
710	        0.9324	        460.44
711	        0.9337	        466.79
712	        0.9353	        460.87
713	        0.9347	        491.80
714	        0.9336	        478.31
715	        0.9282	        500.31
716	        0.9264	        473.39
717	        0.8563	        436.28
718	        0.8119	        428.77
719	        0.7684	        370.38
720	        0.7883	        383.78
721	        0.8475	        405.18
722	        0.9166	        447.00
723	        0.8682	        440.00
724	        0.8218	        1197.40
725	        0.8222	        1067.24
726	        0.8534	        583.35
727	        0.8487	        471.05
728	        0.8294	        1455.78
729	        0.8546	        864.53
730	        0.8826	        541.09
731	        0.8515	        693.14
732	        0.8883	        1263.77
733	        0.9169	        794.34
734	        0.9234	        1453.73
735	        0.9210	        499.67
736	        0.9239	        785.45
737	        0.9226	        1280.92
738	        0.9359	        482.53
739	        0.9330	        696.15
740	        0.9403	        930.88
741	        0.9432	        462.89
742	        0.9454	        481.18
743	        0.9465	        764.11
744	        0.9478	        717.12
745	        0.9487	        458.98
746	        0.9488	        501.82
747	        0.9493	        701.77
748	        0.9496	        804.65
749	        0.9500	        666.75
750	        0.9502	        533.42
751	        0.9506	        449.48
752	        0.9509	        571.97
753	        0.9513	        1326.14
754	        0.9516	        510.53
755	        0.9520	        465.35
756	        0.9522	        600.99
757	        0.9525	        921.83
758	        0.9527	        504.89
759	        0.9508	        606.71
760	        0.3786	        335.57
761	        0.2807	        148.94
762	        0.6785	        487.34
763	        0.4496	        420.06
764	        0.5794	        305.32
765	        0.6634	        327.77
766	        0.7597	        586.91
767	        0.8429	        395.78
768	        0.9117	        455.12
769	        0.9287	        603.04
770	        0.9445	        585.47
771	        0.9516	        1376.27
772	        0.9533	        1753.87
773	        0.9539	        848.13
774	        0.9544	        608.80
775	        0.9548	        2038.93
776	        0.9550	        1176.73
777	        0.9552	        528.42
778	        0.9553	        1085.20
779	        0.9554	        598.37
780	        0.9555	        1682.52
781	        0.9558	        993.16
782	        0.9558	        2068.68
783	        0.9560	        525.92
