# author: Kieran Leschinski
# source: https://stsynphot.readthedocs.io/en/latest/stsynphot/data_hst.html
# date_created: 2019-11-19
# date_modified: 2019-11-19
# status: measured
# orig_filename: wfc3_ir_primary_001_syn.fits
# wavelength_unit: Angstrom
 wavelength    reflection
     2840.0    0.72274274 

     2850.0     0.7229221 

     2860.0    0.72310203 

     2870.0    0.72328126 

     2880.0    0.72345996 

     2890.0    0.72363734 

     2900.0     0.7238153 

     2910.0     0.7239932 

     2920.0     0.7241711 

     2930.0     0.7243472 

     2940.0    0.72452134 

     2950.0     0.7246938 

     2960.0     0.7248643 

     2970.0      0.725033 

     2980.0     0.7251981 

     2990.0    0.72536075 

     3000.0     0.7255216 

     3010.0    0.72568005 

     3020.0     0.7258361 

     3030.0     0.7259885 

     3040.0    0.72613734 

     3050.0     0.7262832 

     3060.0     0.7264277 

     3070.0     0.7265711 

     3080.0    0.72671264 

     3090.0     0.7268518 

     3100.0    0.72698855 

     3110.0     0.7271235 

     3120.0     0.7272572 

     3130.0     0.7273897 

     3140.0    0.72752106 

     3150.0     0.7276523 

     3160.0     0.7277824 

     3170.0    0.72791064 

     3180.0     0.7280377 

     3190.0    0.72816414 

     3200.0    0.72828937 

     3210.0     0.7284146 

     3220.0    0.72853976 

     3230.0    0.72866553 

     3240.0    0.72879064 

     3250.0    0.72891635 

     3260.0    0.72904205 

     3270.0     0.7291677 

     3280.0    0.72929394 

     3290.0     0.7294207 

     3300.0     0.7295481 

     3310.0    0.72967666 

     3320.0      0.729807 

     3330.0    0.72993785 

     3340.0     0.7300693 

     3350.0     0.7302013 

     3360.0    0.73033386 

     3370.0     0.7304682 

     3380.0     0.7306049 

     3390.0     0.7307444 

     3400.0     0.7308852 

     3410.0    0.73102653 

     3420.0     0.7311696 

     3430.0    0.73131615 

     3440.0    0.73146623 

     3450.0    0.73161924 

     3460.0    0.73177403 

     3470.0     0.7319305 

     3480.0    0.73209053 

     3490.0    0.73225343 

     3500.0    0.73241985 

     3510.0    0.73258984 

     3520.0    0.73276204 

     3530.0     0.7329378 

     3540.0    0.73311645 

     3550.0      0.733298 

     3560.0     0.7334819 

     3570.0      0.733668 

     3580.0     0.7338565 

     3590.0     0.7340479 

     3600.0     0.7342416 

     3610.0    0.73443645 

     3620.0     0.7346323 

     3630.0     0.7348288 

     3640.0     0.7350258 

     3650.0    0.73522395 

     3660.0     0.7354226 

     3670.0     0.7356224 

     3680.0    0.73582274 

     3690.0     0.7360236 

     3700.0     0.7362238 

     3710.0     0.7364245 

     3720.0     0.7366246 

     3730.0    0.73682463 

     3740.0     0.7370252 

     3750.0      0.737224 

     3760.0     0.7374227 

     3770.0    0.73762083 

     3780.0    0.73781765 

     3790.0     0.7380138 

     3800.0    0.73820823 

     3810.0     0.7384014 

     3820.0    0.73859227 

     3830.0     0.7387812 

     3840.0    0.73896664 

     3850.0     0.7391503 

     3860.0    0.73933095 

     3870.0     0.7395092 

     3880.0     0.7396857 

     3890.0    0.73985976 

     3900.0    0.74003035 

     3910.0     0.7401973 

     3920.0    0.74035966 

     3930.0      0.740519 

     3940.0     0.7406754 

     3950.0     0.7408277 

     3960.0    0.74097526 

     3970.0     0.7411187 

     3980.0    0.74125695 

     3990.0    0.74139047 

     4000.0     0.7415187 

     4010.0    0.74164164 

     4020.0    0.74175936 

     4030.0    0.74187183 

     4040.0    0.74198014 

     4050.0    0.74208444 

     4060.0    0.74218345 

     4070.0     0.7422778 

     4080.0      0.742368 

     4090.0     0.7424547 

     4100.0      0.742538 

     4110.0    0.74261713 

     4120.0     0.7426916 

     4130.0      0.742762 

     4140.0    0.74282897 

     4150.0     0.7428936 

     4160.0     0.7429552 

     4170.0     0.7430146 

     4180.0    0.74307036 

     4190.0     0.7431227 

     4200.0     0.7431721 

     4210.0     0.7432186 

     4220.0     0.7432623 

     4230.0     0.7433042 

     4240.0    0.74334365 

     4250.0     0.7433803 

     4260.0     0.7434152 

     4270.0     0.7434477 

     4280.0    0.74347854 

     4290.0     0.7435071 

     4300.0     0.7435326 

     4310.0    0.74355644 

     4320.0    0.74357855 

     4330.0     0.7436006 

     4340.0     0.7436215 

     4350.0     0.7436413 

     4360.0     0.7436587 

     4370.0    0.74367326 

     4380.0      0.743686 

     4390.0    0.74369824 

     4400.0     0.7437093 

     4410.0    0.74372035 

     4420.0     0.7437314 

     4430.0     0.7437407 

     4440.0    0.74374825 

     4450.0      0.743754 

     4460.0     0.7437593 

     4470.0     0.7437633 

     4480.0     0.7437674 

     4490.0     0.7437726 

     4500.0     0.7437773 

     4510.0     0.7437814 

     4520.0     0.7437837 

     4530.0    0.74378544 

     4540.0    0.74378717 

     4550.0    0.74378896 

     4560.0     0.7437901 

     4570.0     0.7437907 

     4580.0     0.7437901 

     4590.0     0.7437901 

     4600.0     0.7437907 

     4610.0     0.7437907 

     4620.0     0.7437901 

     4630.0    0.74378777 

     4640.0    0.74378604 

     4650.0     0.7437843 

     4660.0     0.7437831 

     4670.0     0.7437825 

     4680.0     0.7437814 

     4690.0     0.7437802 

     4700.0     0.7437779 

     4710.0    0.74377495 

     4720.0     0.7437721 

     4730.0    0.74377036 

     4740.0     0.7437686 

     4750.0     0.7437674 

     4760.0     0.7437657 

     4770.0     0.7437639 

     4780.0     0.7437622 

     4790.0    0.74376047 

     4800.0    0.74375814 

     4810.0     0.7437558 

     4820.0      0.743754 

     4830.0     0.7437535 

     4840.0     0.7437535 

     4850.0     0.7437535 

     4860.0     0.7437523 

     4870.0     0.7437506 

     4880.0    0.74374944 

     4890.0       0.74375 

     4900.0     0.7437511 

     4910.0     0.7437523 

     4920.0     0.7437523 

     4930.0     0.7437535 

     4940.0    0.74375635 

     4950.0     0.7437599 

     4960.0     0.7437633 

     4970.0     0.7437657 

     4980.0    0.74376804 

     4990.0     0.7437715 

     5000.0    0.74377614 

     5010.0     0.7437808 

     5020.0    0.74378663 

     5030.0    0.74379295 

     5040.0     0.7437994 

     5050.0    0.74380636 

     5060.0    0.74381274 

     5070.0     0.7438197 

     5080.0     0.7438273 

     5090.0     0.7438354 

     5100.0     0.7438441 

     5110.0     0.7438534 

     5120.0    0.74386156 

     5130.0     0.7438685 

     5140.0     0.7438755 

     5150.0     0.7438842 

     5160.0     0.7438935 

     5170.0     0.7439028 

     5180.0     0.7439104 

     5190.0    0.74391735 

     5200.0     0.7439249 

     5210.0     0.7439324 

     5220.0     0.7439388 

     5230.0    0.74394405 

     5240.0     0.7439481 

     5250.0    0.74395216 

     5260.0    0.74395627 

     5270.0     0.7439609 

     5280.0    0.74396497 

     5290.0     0.7439679 

     5300.0     0.7439702 

     5310.0     0.7439714 

     5320.0     0.7439714 

     5330.0    0.74397194 

     5340.0     0.7439714 

     5350.0     0.7439702 

     5360.0    0.74396616 

     5370.0     0.7439597 

     5380.0    0.74395216 

     5390.0    0.74394524 

     5400.0    0.74393827 

     5410.0     0.7439295 

     5420.0     0.7439191 

     5430.0     0.7439069 

     5440.0     0.7438935 

     5450.0    0.74387896 

     5460.0    0.74386215 

     5470.0    0.74384296 

     5480.0    0.74382144 

     5490.0     0.7437988 

     5500.0     0.7437744 

     5510.0    0.74374944 

     5520.0     0.7437227 

     5530.0     0.7436948 

     5540.0    0.74366456 

     5550.0     0.7436314 

     5560.0    0.74359655 

     5570.0    0.74355996 

     5580.0    0.74352217 

     5590.0    0.74348325 

     5600.0     0.7434442 

     5610.0    0.74340355 

     5620.0     0.7433617 

     5630.0    0.74331695 

     5640.0     0.7432715 

     5650.0     0.7432268 

     5660.0      0.743182 

     5670.0     0.7431361 

     5680.0     0.7430878 

     5690.0    0.74303776 

     5700.0    0.74298716 

     5710.0    0.74293774 

     5720.0    0.74288833 

     5730.0    0.74283767 

     5740.0    0.74278593 

     5750.0     0.7427347 

     5760.0     0.7426835 

     5770.0    0.74263287 

     5780.0     0.7425816 

     5790.0     0.7425298 

     5800.0     0.7424774 

     5810.0     0.7424262 

     5820.0    0.74237496 

     5830.0    0.74232376 

     5840.0    0.74227136 

     5850.0     0.7422183 

     5860.0     0.7421671 

     5870.0    0.74211645 

     5880.0     0.7420663 

     5890.0    0.74201626 

     5900.0     0.7419661 

     5910.0    0.74191666 

     5920.0     0.7418689 

     5930.0     0.7418223 

     5940.0     0.7417762 

     5950.0     0.7417314 

     5960.0     0.7416871 

     5970.0      0.741644 

     5980.0     0.7416014 

     5990.0     0.7415595 

     6000.0     0.7415187 

     6010.0    0.74147904 

     6020.0     0.7414417 

     6030.0     0.7414056 

     6040.0     0.7413701 

     6050.0     0.7413351 

     6060.0    0.74130064 

     6070.0    0.74126685 

     6080.0     0.7412348 

     6090.0     0.7412027 

     6100.0    0.74117124 

     6110.0     0.7411392 

     6120.0    0.74110764 

     6130.0    0.74107736 

     6140.0     0.7410464 

     6150.0     0.7410161 

     6160.0    0.74098516 

     6170.0     0.7409537 

     6180.0    0.74092275 

     6190.0     0.7408913 

     6200.0    0.74085855 

     6210.0    0.74082536 

     6220.0     0.7407921 

     6230.0    0.74075884 

     6240.0     0.7407262 

     6250.0     0.7406917 

     6260.0     0.7406556 

     6270.0    0.74061704 

     6280.0    0.74057794 

     6290.0    0.74053824 

     6300.0    0.74049735 

     6310.0     0.7404554 

     6320.0      0.740411 

     6330.0     0.7403655 

     6340.0     0.7403188 

     6350.0     0.7402709 

     6360.0     0.7402207 

     6370.0    0.74016815 

     6380.0    0.74011326 

     6390.0      0.740056 

     6400.0    0.73999643 

     6410.0    0.73993516 

     6420.0    0.73987085 

     6430.0    0.73980427 

     6440.0    0.73973536 

     6450.0     0.7396641 

     6460.0     0.7395898 

     6470.0     0.7395121 

     6480.0     0.7394309 

     6490.0     0.7393455 

     6500.0     0.7392572 

     6510.0     0.7391655 

     6520.0      0.739069 

     6530.0     0.7389684 

     6540.0    0.73886544 

     6550.0     0.7387602 

     6560.0    0.73865306 

     6570.0     0.7385431 

     6580.0    0.73842955 

     6590.0     0.7383125 

     6600.0     0.7381924 

     6610.0     0.7380689 

     6620.0     0.7379436 

     6630.0    0.73781765 

     6640.0     0.7376911 

     6650.0     0.7375616 

     6660.0    0.73742914 

     6670.0     0.7372938 

     6680.0     0.7371566 

     6690.0     0.7370182 

     6700.0     0.7368792 

     6710.0    0.73673904 

     6720.0     0.7365982 

     6730.0     0.7364556 

     6740.0     0.7363112 

     6750.0    0.73616564 

     6760.0    0.73601884 

     6770.0    0.73587143 

     6780.0    0.73572284 

     6790.0    0.73557305 

     6800.0      0.735422 

     6810.0     0.7352716 

     6820.0    0.73512113 

     6830.0    0.73497057 

     6840.0    0.73481995 

     6850.0    0.73466945 

     6860.0    0.73451877 

     6870.0    0.73436695 

     6880.0    0.73421454 

     6890.0     0.7340608 

     6900.0    0.73390776 

     6910.0     0.7337558 

     6920.0    0.73360556 

     6930.0     0.7334571 

     6940.0      0.733308 

     6950.0     0.7331577 

     6960.0     0.7330074 

     6970.0     0.7328588 

     6980.0     0.7327125 

     6990.0     0.7325668 

     7000.0    0.73242104 

     7010.0     0.7322765 

     7020.0    0.73213243 

     7030.0    0.73199135 

     7040.0     0.7318514 

     7050.0    0.73171264 

     7060.0    0.73157376 

     7070.0    0.73143554 

     7080.0     0.7312984 

     7090.0     0.7311619 

     7100.0     0.7310271 

     7110.0     0.7308935 

     7120.0      0.730761 

     7130.0     0.7306285 

     7140.0     0.7304972 

     7150.0      0.730367 

     7160.0     0.7302386 

     7170.0     0.7301119 

     7180.0     0.7299852 

     7190.0     0.7298591 

     7200.0     0.7297336 

     7210.0     0.7296098 

     7220.0     0.7294871 

     7230.0    0.72936565 

     7240.0     0.7292436 

     7250.0    0.72912264 

     7260.0     0.7290029 

     7270.0    0.72888434 

     7280.0     0.7287675 

     7290.0     0.7286501 

     7300.0     0.7285332 

     7310.0     0.7284175 

     7320.0     0.7283042 

     7330.0    0.72819203 

     7340.0    0.72808105 

     7350.0    0.72797126 

     7360.0     0.7278614 

     7370.0    0.72775275 

     7380.0    0.72764456 

     7390.0     0.7275383 

     7400.0    0.72743315 

     7410.0    0.72732973 

     7420.0     0.7272275 

     7430.0     0.7271265 

     7440.0    0.72702664 

     7450.0    0.72692794 

     7460.0    0.72682977 

     7470.0     0.7267311 

     7480.0    0.72663176 

     7490.0    0.72653604 

     7500.0     0.7264474 

     7510.0    0.72636646 

     7520.0     0.7262914 

     7530.0    0.72622126 

     7540.0    0.72615284 

     7550.0    0.72608554 

     7560.0     0.7260183 

     7570.0    0.72595036 

     7580.0     0.7258831 

     7590.0    0.72581583 

     7600.0    0.72574854 

     7610.0    0.72568125 

     7620.0    0.72561395 

     7630.0    0.72554666 

     7640.0    0.72547936 

     7650.0     0.7254114 

     7660.0     0.7253441 

     7670.0    0.72527677 

     7680.0     0.7252095 

     7690.0    0.72514206 

     7700.0     0.7250747 

     7710.0    0.72500736 

     7720.0       0.72494 

     7730.0     0.7248726 

     7740.0    0.72480524 

     7750.0     0.7247378 

     7760.0    0.72467047 

     7770.0    0.72460306 

     7780.0    0.72453564 

     7790.0    0.72446823 

     7800.0     0.7244008 

     7810.0     0.7243334 

     7820.0     0.7242654 

     7830.0      0.724198 

     7840.0     0.7241305 

     7850.0     0.7240631 

     7860.0     0.7239956 

     7870.0    0.72392815 

     7880.0     0.7238607 

     7890.0     0.7237932 

     7900.0    0.72372574 

     7910.0     0.7236582 

     7920.0     0.7235908 

     7930.0    0.72352326 

     7940.0     0.7234564 

     7950.0    0.72339183 

     7960.0     0.7233291 

     7970.0    0.72326636 

     7980.0    0.72320837 

     7990.0    0.72318035 

     8000.0     0.7232126 

     8010.0     0.7233124 

     8020.0     0.7234575 

     8030.0     0.7236266 

     8040.0      0.723807 

     8050.0    0.72399265 

     8060.0    0.72417945 

     8070.0     0.7243662 

     8080.0     0.7245535 

     8090.0    0.72474146 

     8100.0     0.7249287 

     8110.0    0.72511643 

     8120.0     0.7253036 

     8130.0     0.7254913 

     8140.0     0.7256789 

     8150.0    0.72586584 

     8160.0     0.7260534 

     8170.0     0.7262409 

     8180.0     0.7264277 

     8190.0    0.72661513 

     8200.0    0.72680247 

     8210.0    0.72698915 

     8220.0    0.72717637 

     8230.0    0.72736365 

     8240.0     0.7275502 

     8250.0    0.72773725 

     8260.0     0.7279243 

     8270.0     0.7281107 

     8280.0     0.7282977 

     8290.0     0.7284846 

     8300.0    0.72867084 

     8310.0     0.7288577 

     8320.0    0.72904444 

     8330.0     0.7292305 

     8340.0    0.72941726 

     8350.0    0.72960323 

     8360.0    0.72978985 

     8370.0    0.72997636 

     8380.0     0.7301622 

     8390.0    0.73034865 

     8400.0    0.73053503 

     8410.0     0.7307214 

     8420.0     0.7309071 

     8430.0    0.73109335 

     8440.0    0.73127955 

     8450.0    0.73146564 

     8460.0     0.7316523 

     8470.0      0.731839 

     8480.0    0.73202676 

     8490.0     0.7322192 

     8500.0    0.73242104 

     8510.0     0.7326346 

     8520.0      0.732857 

     8530.0    0.73308283 

     8540.0     0.7333098 

     8550.0    0.73353785 

     8560.0     0.7337664 

     8570.0     0.7339943 

     8580.0    0.73422277 

     8590.0     0.7344511 

     8600.0     0.7346788 

     8610.0     0.7349071 

     8620.0     0.7351352 

     8630.0    0.73536325 

     8640.0    0.73559123 

     8650.0     0.7358192 

     8660.0     0.7360465 

     8670.0    0.73627424 

     8680.0      0.736502 

     8690.0    0.73672956 

     8700.0    0.73695725 

     8710.0    0.73718417 

     8720.0     0.7374116 

     8730.0    0.73763895 

     8740.0     0.7378662 

     8750.0     0.7380935 

     8760.0    0.73832065 

     8770.0    0.73854715 

     8780.0     0.7387742 

     8790.0    0.73900115 

     8800.0      0.739228 

     8810.0    0.73945487 

     8820.0    0.73968095 

     8830.0     0.7399076 

     8840.0     0.7401343 

     8850.0     0.7403608 

     8860.0     0.7405873 

     8870.0     0.7408137 

     8880.0    0.74103945 

     8890.0     0.7412657 

     8900.0    0.74149185 

     8910.0      0.741718 

     8920.0      0.741944 

     8930.0    0.74217004 

     8940.0    0.74239594 

     8950.0     0.7426212 

     8960.0      0.742847 

     8970.0     0.7430745 

     8980.0     0.7433053 

     8990.0    0.74354017 

     9000.0    0.74377674 

     9010.0    0.74414855 

     9020.0     0.7445271 

     9030.0    0.74491125 

     9040.0    0.74530107 

     9050.0      0.745697 

     9060.0    0.74609804 

     9070.0     0.7465046 

     9080.0    0.74691665 

     9090.0    0.74733317 

     9100.0     0.7477552 

     9110.0     0.7481811 

     9120.0    0.74861246 

     9130.0    0.74904764 

     9140.0     0.7494872 

     9150.0    0.74993104 

     9160.0     0.7503787 

     9170.0     0.7508302 

     9180.0     0.7512854 

     9190.0    0.75174373 

     9200.0     0.7522058 

     9210.0     0.7526705 

     9220.0    0.75313836 

     9230.0    0.75360936 

     9240.0     0.7540829 

     9250.0    0.75455904 

     9260.0    0.75503767 

     9270.0     0.7555184 

     9280.0    0.75600106 

     9290.0    0.75648564 

     9300.0    0.75697225 

     9310.0    0.75746036 

     9320.0     0.7579503 

     9330.0     0.7584411 

     9340.0    0.75893325 

     9350.0     0.7594263 

     9360.0     0.7599201 

     9370.0     0.7604154 

     9380.0     0.7609102 

     9390.0     0.7614059 

     9400.0    0.76190245 

     9410.0    0.76239866 

     9420.0     0.7628945 

     9430.0     0.7633906 

     9440.0     0.7638864 

     9450.0     0.7643819 

     9460.0     0.7648764 

     9470.0    0.76537013 

     9480.0    0.76586354 

     9490.0     0.7663555 

     9500.0    0.76684654 

     9510.0    0.76733613 

     9520.0    0.76782376 

     9530.0     0.7683105 

     9540.0    0.76879525 

     9550.0      0.769278 

     9560.0    0.76975876 

     9570.0    0.77023757 

     9580.0     0.7707138 

     9590.0      0.771188 

     9600.0    0.77165926 

     9610.0     0.7721279 

     9620.0    0.77259344 

     9630.0      0.773056 

     9640.0    0.77351594 

     9650.0    0.77397174 

     9660.0      0.774425 

     9670.0    0.77487415 

     9680.0     0.7753197 

     9690.0    0.77576107 

     9700.0    0.77619886 

     9710.0     0.7766325 

     9720.0      0.777062 

     9730.0    0.77748674 

     9740.0     0.7779075 

     9750.0    0.77832294 

     9760.0     0.7787338 

     9770.0    0.77913994 

     9780.0     0.7795409 

     9790.0     0.7799367 

     9800.0     0.7803272 

     9810.0      0.780712 

     9820.0    0.78109115 

     9830.0     0.7814646 

     9840.0    0.78183234 

     9850.0    0.78219426 

     9860.0     0.7825495 

     9870.0      0.782899 

     9880.0    0.78324175 

     9890.0    0.78357774 

     9900.0    0.78390694 

     9910.0       0.78423 

     9920.0     0.7845457 

     9930.0     0.7848541 

     9940.0     0.7851553 

     9950.0    0.78544974 

     9960.0     0.7857358 

     9970.0     0.7860146 

     9980.0    0.78628623 

     9990.0     0.7865495 

    10000.0    0.78680444 

    10010.0     0.7870521 

    10020.0     0.7872931 

    10030.0     0.7875275 

    10040.0     0.7877558 

    10050.0     0.7879774 

    10060.0     0.7881929 

    10070.0     0.7884023 

    10080.0     0.7886057 

    10090.0      0.788803 

    10100.0     0.7889947 

    10110.0     0.7891804 

    10120.0     0.7893605 

    10130.0    0.78953516 

    10140.0     0.7897043 

    10150.0    0.78986794 

    10160.0     0.7900272 

    10170.0    0.79018086 

    10180.0     0.7903291 

    10190.0     0.7904734 

    10200.0    0.79061234 

    10210.0     0.7907462 

    10220.0    0.79087627 

    10230.0    0.79100144 

    10240.0     0.7911222 

    10250.0     0.7912385 

    10260.0      0.791351 

    10270.0     0.7914592 

    10280.0    0.79156345 

    10290.0    0.79166394 

    10300.0    0.79176056 

    10310.0    0.79185385 

    10320.0     0.7919434 

    10330.0     0.7920291 

    10340.0     0.7921115 

    10350.0     0.7921912 

    10360.0     0.7922675 

    10370.0    0.79234064 

    10380.0    0.79241043 

    10390.0      0.792478 

    10400.0     0.7925424 

    10410.0      0.792604 

    10420.0    0.79266346 

    10430.0    0.79272014 

    10440.0     0.7927746 

    10450.0      0.792827 

    10460.0     0.7928766 

    10470.0    0.79292464 

    10480.0     0.7929709 

    10490.0     0.7930151 

    10500.0    0.79305756 

    10510.0     0.7930979 

    10520.0    0.79313713 

    10530.0    0.79317474 

    10540.0     0.7932113 

    10550.0     0.7932461 

    10560.0     0.7932799 

    10570.0    0.79331315 

    10580.0    0.79334474 

    10590.0     0.7933758 

    10600.0     0.7934063 

    10610.0     0.7934357 

    10620.0    0.79346454 

    10630.0     0.7934929 

    10640.0     0.7935212 

    10650.0      0.793549 

    10660.0     0.7935767 

    10670.0    0.79360455 

    10680.0     0.7936323 

    10690.0    0.79366004 

    10700.0     0.7936884 

    10710.0     0.7937167 

    10720.0     0.7937456 

    10730.0      0.793775 

    10740.0    0.79380494 

    10750.0     0.7938354 

    10760.0      0.793867 

    10770.0    0.79389966 

    10780.0    0.79393286 

    10790.0     0.7939677 

    10800.0     0.7940036 

    10810.0     0.7940406 

    10820.0     0.7940793 

    10830.0    0.79411954 

    10840.0     0.7941609 

    10850.0     0.7942045 

    10860.0    0.79424965 

    10870.0      0.794297 

    10880.0     0.7943465 

    10890.0     0.7943976 

    10900.0     0.7944515 

    10910.0    0.79450697 

    10920.0    0.79456514 

    10930.0     0.7946261 

    10940.0     0.7946898 

    10950.0    0.79475605 

    10960.0    0.79482454 

