# author : Miguel Verdugo
# source : skycalc_ipy tool for standard Armazones conditions
# date_created : 2020-10-29
# date_modified : 2020-10-29
# status : Design
# type : atmosphere:ter_curve
# pwv : 2.5
# airmass : 1.2
# wdelta : 10
# wmin : 300
# wmax : 15000
# season : entire year
# time : entire night
# action : transmission
# wavelength_unit : um
# emission_unit : ph s-1 m-2 um-1 arcsec-2
# changes :
# - 2020-10-29 (MV) Created file
wavelength  transmission    emission
3.145      0.5523     6026157.0
3.150      0.8088     2159006.8
3.155      0.7091     3703450.5
3.160      0.8347     1786994.2
3.165      0.8935      982233.7
3.170      0.9072     1120506.9
3.175      0.7669     2659189.3
3.180      0.8263     2446824.5
3.185      0.7784     2560926.3
3.190      0.5783     6738945.2
3.195      0.6295     4962632.8
3.200      0.2957    11898095.1
3.205      0.2992    12159251.9
3.210      0.2285    12959780.5
3.215      0.3922    10299776.5
3.220      0.4360     9152381.3
3.225      0.2122    14772683.0
3.230      0.2571    13821943.2
3.235      0.8316     2339270.1
3.240      0.5410     7478077.7
3.245      0.3444    12863202.1
3.250      0.4298     9978100.4
3.255      0.8900     1295118.0
3.260      0.4068    11513628.6
3.265      0.5661     8840529.2
3.270      0.2829    14338854.8
3.275      0.7685     3662508.3
3.280      0.5049    10193828.8
3.285      0.9239     1018384.1
3.290      0.8077     2831382.7
3.295      0.4964    11372669.6
3.300      0.3043    15967167.0
3.305      0.6761     7021551.0
3.310      0.5618     7172941.3
3.315      0.0077    25928827.1
3.320      0.1047    21240613.7
3.325      0.5132     7911674.8
3.330      0.6219     9165317.0
3.335      0.8151     3163687.0
3.340      0.5681    11460496.9
3.345      0.5477    11236884.0
3.350      0.8464     3701410.0
3.355      0.5423    11213881.3
3.360      0.6848     8400656.9
3.365      0.7722     5825026.5
3.370      0.5425    11467953.6
3.375      0.8371     3980902.3
3.380      0.5979    10377906.0
3.385      0.7708     5599621.7
3.390      0.6872     7942260.6
3.395      0.8386     3338050.6
3.400      0.9450      940611.8
3.405      0.5050    12717815.6
3.410      0.7993     5395047.0
3.415      0.6072    10149784.1
3.420      0.9625      639332.6
3.425      0.8388     3231310.0
3.430      0.7016     6754782.6
3.435      0.9218     1687967.9
3.440      0.7310     6240797.8
3.445      0.9230     1559637.0
3.450      0.8780     2328392.4
3.455      0.7709     5768046.9
3.460      0.9619      823029.9
3.465      0.8038     3948385.1
3.470      0.9590      745970.8
3.475      0.8910     2230299.7
3.480      0.8893     2220639.5
3.485      0.9427     1052842.9
3.490      0.8832     2376974.5
3.495      0.9410     1102950.9
3.500      0.9422     1150543.6
3.505      0.9406     1235742.9
3.510      0.9508     1031346.1
3.515      0.9646     1100378.5
3.520      0.9680      807686.2
3.525      0.9537     1198036.4
3.530      0.9419     1435255.6
3.535      0.8757     2999750.6
3.540      0.8701     2977636.9
3.545      0.8841     2912623.3
3.550      0.9209     2025660.6
3.555      0.9130     2662633.6
3.560      0.9406     1557629.1
3.565      0.9139     1736636.6
3.570      0.8996     3434551.9
3.575      0.8798     3095710.1
3.580      0.9076     2358709.7
3.585      0.9041     2701376.7
3.590      0.9225     2461519.7
3.595      0.9289     2715649.9
3.600      0.9520     1635966.1
3.605      0.9193     2197215.7
3.610      0.9243     2318220.5
3.615      0.9443     2421363.8
3.620      0.9775      528081.2
3.625      0.9410     1506085.4
3.630      0.9423     2360968.8
3.635      0.9605     1494571.7
3.640      0.9826      492364.8
3.645      0.9404     1634137.6
3.650      0.9391     2078126.6
3.655      0.9826      651107.7
3.660      0.9819      758220.7
3.665      0.9587     1386196.5
3.670      0.9046     4572197.1
3.675      0.8651     8211362.4
3.680      0.9436     3287914.1
3.685      0.9481     2223976.5
3.690      0.9518     1970041.1
3.695      0.9753     1186705.2
3.700      0.9886      428702.1
3.705      0.9820      656481.7
3.710      0.9466     2317328.0
3.715      0.9602     1968804.6
3.720      0.9791     1186056.4
3.725      0.9807      685293.9
3.730      0.9561     2329939.0
3.735      0.9453     3106144.8
3.740      0.9580     2563472.5
3.745      0.9845      606406.0
3.750      0.9594     2293357.5
3.755      0.9648     2274222.6
3.760      0.9648     2399409.3
3.765      0.9467     3320385.2
3.770      0.9663     2169528.1
3.775      0.9638     2343164.8
3.780      0.9734     1628534.8
3.785      0.9667     2182042.9
3.790      0.9332     4792867.6
3.795      0.9663     2162375.7
3.800      0.9730     1015329.6
3.805      0.9709     1705532.3
3.810      0.9604     2688855.0
3.815      0.9357     4937000.5
3.820      0.9787      888814.7
3.825      0.9836      741100.2
3.830      0.9789     1343920.6
3.835      0.9433     4505937.2
3.840      0.9669     1740173.6
3.845      0.9472     2740618.4
3.850      0.9555     2528133.5
3.855      0.9486     3308613.4
3.860      0.9327     4316970.1
3.865      0.9040     5070923.9
3.870      0.8718     6916929.8
3.875      0.8394     8710977.2
3.880      0.8162    10158525.8
3.885      0.8400     8511135.4
3.890      0.8376     8439550.8
3.895      0.8755     6080191.7
3.900      0.9374     3945820.3
3.905      0.9170     4435179.4
3.910      0.8623     7254926.5
3.915      0.8502     8341505.4
3.920      0.8699     7746042.3
3.925      0.8429     9498089.8
3.930      0.8802     7467750.8
3.935      0.8993     6399871.3
3.940      0.9051     6156728.2
3.945      0.9182     5572693.6
3.950      0.9320     4815480.3
3.955      0.9351     4579240.1
3.960      0.9390     4467879.9
3.965      0.9474     4058244.2
3.970      0.9463     4265215.0
3.975      0.9355     4935463.2
3.980      0.9326     5165779.0
3.985      0.9402     4909129.3
3.990      0.9371     5277182.6
3.995      0.9311     5831508.2
4.000      0.9289     6149713.9
4.005      0.9191     7024420.4
4.010      0.9006     8363126.6
4.015      0.9031     8502136.8
4.020      0.8919     9496338.8
4.025      0.8781    10694141.7
4.030      0.8645    11830934.2
4.035      0.8482    13265649.6
4.040      0.8420    13949406.0
4.045      0.8282    15186848.9
4.050      0.8316    15273293.2
4.055      0.8367    15392537.3
4.060      0.8396    15627844.4
4.065      0.8257    16977589.1
4.070      0.8121    18389637.3
4.075      0.7888    20500528.2
4.080      0.7783    21971698.8
4.085      0.7646    23543668.8
4.090      0.7640    24225698.8
4.095      0.7528    25683846.4
4.100      0.7509    26416791.7
4.105      0.7465    27314959.4
4.110      0.7394    28354118.0
4.115      0.7288    29755729.1
4.120      0.7238    30749134.9
4.125      0.7112    32588778.7
4.130      0.7009    34143673.5
4.135      0.6851    36341390.1
4.140      0.6713    38437296.8
4.145      0.6568    40584093.5
4.150      0.6354    43819210.3
4.155      0.6153    46995171.6
4.160      0.5901    50927119.4
4.165      0.5588    55960626.5
4.170      0.5171    62492320.4
4.175      0.4626    71132943.5
4.180      0.3269   102027923.8
4.185      0.0997   183345985.0
4.190      0.0025   261643177.2
4.195      0.0000   287633802.4
4.200      0.0000   295040069.7
4.205      0.0000   299466896.1
4.210      0.0000   302869892.1
4.215      0.0000   306033101.7
4.220      0.0000   308892815.2
4.225      0.0000   311849001.5
4.230      0.0000   314834721.7
4.235      0.0000   317820086.8
4.240      0.0000   320782575.7
4.245      0.0000   323707188.8
4.250      0.0000   326566537.5
4.255      0.0000   329360480.8
4.260      0.0000   332370487.2
4.265      0.0000   335662878.3
4.270      0.0000   338810056.5
4.275      0.0000   341818162.1
4.280      0.0000   344916404.6
4.285      0.0000   347930608.4
4.290      0.0000   351043001.7
4.295      0.0000   354236310.8
4.300      0.0000   357440176.6
4.305      0.0000   360456105.3
4.310      0.0000   363723688.2
4.315      0.0000   366529269.3
4.320      0.0000   369518952.4
4.325      0.0000   372931951.4
4.330      0.0000   375925370.5
4.335      0.0000   378728380.2
4.340      0.0000   380943987.2
4.345      0.0000   384795631.8
4.350      0.0000   386387353.1
4.355      0.0000   388962471.8
4.360      0.0000   391660778.6
4.365      0.0000   392308795.5
4.370      0.0000   394982957.6
4.375      0.0000   390418568.5
4.380      0.0000   385303951.6
4.385      0.0000   390599689.3
4.390      0.0000   400748363.8
4.395      0.0000   396150770.7
4.400      0.0000   404151233.5
4.405      0.0000   397111867.3
4.410      0.0000   409913474.2
4.415      0.0001   398442111.0
4.420      0.0000   410215457.5
4.425      0.0001   402352133.6
4.430      0.0012   392805002.4
4.435      0.0017   407164714.7
4.440      0.0022   397226373.0
4.445      0.0110   376381920.9
4.450      0.0137   368964572.5
4.455      0.0083   388779498.8
4.460      0.0123   383609990.4
4.465      0.0203   366191976.0
4.470      0.0225   367369738.0
4.475      0.0367   348788196.3
4.480      0.0338   350167229.2
4.485      0.0621   323842508.0
4.490      0.1311   275277915.9
4.495      0.2897   200995329.1
4.500      0.2444   220309744.5
4.505      0.1602   264249354.7
4.510      0.1579   266158654.3
4.515      0.1372   288098082.2
4.520      0.1120   302942966.1
4.525      0.1984   259137139.8
4.530      0.1617   286689027.1
4.535      0.1933   265775697.8
4.540      0.2053   273684060.6
4.545      0.3003   236318947.7
4.550      0.2408   255483531.6
4.555      0.2946   227859794.6
4.560      0.4452   182751664.6
