# author : Miguel Verdugo
# source : skycalc_ipy tool for standard Armazones conditions
# date_created : 2020-10-29
# date_modified : 2020-10-29
# status : Design
# type : atmosphere:ter_curve
# pwv : 2.5
# airmass : 1.2
# wdelta : 10
# wmin : 2500
# wmax : 15000
# season : entire year
# time : entire night
# action : transmission
# wavelength_unit : um
# emission_unit : ph s-1 m-2 um-1 arcsec-2
# changes :
# - 2020-10-29 (MV) Created file
wavelength  transmission    emission
 7.840       0.3442  2744957679.1
 7.850       0.4216  2483646303.4
 7.860       0.1083  4895400436.8
 7.870       0.0809  4885546857.9
 7.880       0.1181  4635414302.3
 7.890       0.2708  3656756657.1
 7.900       0.2026  4183642079.1
 7.910       0.4471  2525398072.2
 7.920       0.3497  2894611004.5
 7.930       0.1972  4287059653.4
 7.940       0.2234  4041035546.6
 7.950       0.5705  2024478375.4
 7.960       0.6667  1431592787.8
 7.970       0.5663  1852929874.8
 7.980       0.4479  2475666024.2
 7.990       0.7737  1061836564.0
 8.000       0.6784  1339157505.1
 8.010       0.6247  1799113971.5
 8.020       0.7387  1110296742.1
 8.030       0.5722  2020319767.8
 8.040       0.3774  3501185679.9
 8.050       0.6794  1490360462.0
 8.060       0.7830  1005258594.0
 8.070       0.7484  1251635616.9
 8.080       0.7116  1320166176.3
 8.090       0.7595  1066361125.9
 8.100       0.9723   118259979.6
 8.110       0.9093   392551709.1
 8.120       0.9794    87754404.7
 8.130       0.7557  1052810355.2
 8.140       0.8957   447576748.4
 8.150       0.9440   310043795.7
 8.160       0.3829  3719371987.6
 8.170       0.8512   787548914.7
 8.180       0.8392   762452651.9
 8.190       0.8612   718998875.3
 8.200       0.8433   770477484.5
 8.210       0.6523  2064355014.4
 8.220       0.9189   367832194.5
 8.230       0.9323   389015363.2
 8.240       0.9352   384321163.8
 8.250       0.4582  3339170731.2
 8.260       0.7244  1584108600.9
 8.270       0.9534   252556451.0
 8.280       0.9725   137677692.8
 8.290       0.9434   318543924.4
