# description : Slit mask for the offset long slit (15 arcsec x 20 mas)
# author : Kieran Leschinski, Oliver Czoske
# source : ELT-TRE-MCD-56300-0014_3.0
# date_created  : 2026-02-03
# date_modified : 2026-09-17
# status : FDR design
# x_unit : arcsec
# y_unit : arcsec
# offset_type : detector
# offset_x : 0
# offset_y : 1.2
# changes :
# - 2019-07-10 (KL) Created the file
# - 2020-03-24 (KL) Changed geometry to 15000x50mas
# - 2023-07-13 (OC) Changed geometry to 15000x20mas
# - 2023-07-24 (OC) Position in x corrected
# - 2026-02-03 (OC) Initialised from MASK_slit_15000x20.dat
# - 2026-09-17 (OC) Put offset into meta data
#
x       y
-5.0    1.190
10.0    1.190
10.0    1.210
-5.0    1.210
